+----------------------------------------+-----+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Registry name                          |  ID | Effects                                                                                                                                                                                                       |
+----------------------------------------+-----+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| extraalchemy:beheading_long            | 176 | PotionEffect:{Potion:[reg:extraalchemy:effect.beheading,name:effect.beheading,isBad:true,isBeneficial:false],amplifier:0,duration:240,isSplashPotion:false,isAmbient:false}                                   |
| extraalchemy:beheading_normal          | 169 | PotionEffect:{Potion:[reg:extraalchemy:effect.beheading,name:effect.beheading,isBad:true,isBeneficial:false],amplifier:0,duration:160,isSplashPotion:false,isAmbient:false}                                   |
| extraalchemy:beheading_strong          | 223 | PotionEffect:{Potion:[reg:extraalchemy:effect.beheading,name:effect.beheading,isBad:true,isBeneficial:false],amplifier:1,duration:80,isSplashPotion:false,isAmbient:false}                                    |
| extraalchemy:charged2_normal           | 184 | PotionEffect:{Potion:[reg:extraalchemy:effect.charged2,name:effect.charged2,isBad:false,isBeneficial:true],amplifier:0,duration:0,isSplashPotion:false,isAmbient:false}                                       |
| extraalchemy:charged_normal            | 190 | PotionEffect:{Potion:[reg:extraalchemy:effect.charged,name:effect.charged,isBad:false,isBeneficial:true],amplifier:0,duration:0,isSplashPotion:false,isAmbient:false}                                         |
| extraalchemy:cheat_death_normal        | 177 | PotionEffect:{Potion:[reg:extraalchemy:effect.cheatdeath_quiescent,name:effect.cheatDeath_quiescent,isBad:false,isBeneficial:true],amplifier:0,duration:8400,isSplashPotion:false,isAmbient:false}            |
| extraalchemy:combustion_long           | 218 | PotionEffect:{Potion:[reg:extraalchemy:effect.combustion,name:effect.combustion,isBad:true,isBeneficial:false],amplifier:0,duration:1000,isSplashPotion:false,isAmbient:false}                                |
| extraalchemy:combustion_normal         | 244 | PotionEffect:{Potion:[reg:extraalchemy:effect.combustion,name:effect.combustion,isBad:true,isBeneficial:false],amplifier:0,duration:600,isSplashPotion:false,isAmbient:false}                                 |
| extraalchemy:combustion_strong         | 242 | PotionEffect:{Potion:[reg:extraalchemy:effect.combustion,name:effect.combustion,isBad:true,isBeneficial:false],amplifier:1,duration:400,isSplashPotion:false,isAmbient:false}                                 |
| extraalchemy:concentration_normal      | 216 | PotionEffect:{Potion:[reg:extraalchemy:effect.concentration,name:effect.concentration,isBad:false,isBeneficial:true],amplifier:0,duration:0,isSplashPotion:false,isAmbient:false}                             |
| extraalchemy:crumbling_long            | 183 | PotionEffect:{Potion:[reg:extraalchemy:effect.crumbling,name:effect.crumbling,isBad:false,isBeneficial:true],amplifier:0,duration:2000,isSplashPotion:false,isAmbient:false}                                  |
| extraalchemy:crumbling_normal          | 238 | PotionEffect:{Potion:[reg:extraalchemy:effect.crumbling,name:effect.crumbling,isBad:false,isBeneficial:true],amplifier:0,duration:1200,isSplashPotion:false,isAmbient:false}                                  |
| extraalchemy:crumbling_strong          | 237 | PotionEffect:{Potion:[reg:extraalchemy:effect.crumbling,name:effect.crumbling,isBad:false,isBeneficial:true],amplifier:1,duration:800,isSplashPotion:false,isAmbient:false}                                   |
| extraalchemy:dislocation_long          | 189 | PotionEffect:{Potion:[reg:extraalchemy:effect.dislocation,name:effect.dislocation,isBad:false,isBeneficial:true],amplifier:0,duration:600,isSplashPotion:false,isAmbient:false}                               |
| extraalchemy:dislocation_normal        | 171 | PotionEffect:{Potion:[reg:extraalchemy:effect.dislocation,name:effect.dislocation,isBad:false,isBeneficial:true],amplifier:0,duration:300,isSplashPotion:false,isAmbient:false}                               |
| extraalchemy:dislocation_strong        | 186 | PotionEffect:{Potion:[reg:extraalchemy:effect.dislocation,name:effect.dislocation,isBad:false,isBeneficial:true],amplifier:1,duration:200,isSplashPotion:false,isAmbient:false}                               |
| extraalchemy:dispel_normal             | 198 | PotionEffect:{Potion:[reg:extraalchemy:effect.dispel,name:effect.dispel,isBad:true,isBeneficial:false],amplifier:0,duration:0,isSplashPotion:false,isAmbient:false}                                           |
| extraalchemy:freezing                  | 192 | PotionEffect:{Potion:[reg:extraalchemy:effect.freezing,name:effect.freezing,isBad:true,isBeneficial:false],amplifier:0,duration:0,isSplashPotion:false,isAmbient:false}                                       |
| extraalchemy:fuse_normal               | 235 | PotionEffect:{Potion:[reg:extraalchemy:effect.fuse,name:effect.fuse,isBad:true,isBeneficial:false],amplifier:0,duration:400,isSplashPotion:false,isAmbient:false}                                             |
| extraalchemy:fuse_quick                | 194 | PotionEffect:{Potion:[reg:extraalchemy:effect.fuse,name:effect.fuse,isBad:true,isBeneficial:false],amplifier:0,duration:200,isSplashPotion:false,isAmbient:false}                                             |
| extraalchemy:fuse_strong               | 233 | PotionEffect:{Potion:[reg:extraalchemy:effect.fuse,name:effect.fuse,isBad:true,isBeneficial:false],amplifier:1,duration:600,isSplashPotion:false,isAmbient:false}                                             |
| extraalchemy:gravity_long              | 203 | PotionEffect:{Potion:[reg:extraalchemy:effect.gravity,name:effect.gravity,isBad:true,isBeneficial:false],amplifier:0,duration:2400,isSplashPotion:false,isAmbient:false}                                      |
| extraalchemy:gravity_normal            | 240 | PotionEffect:{Potion:[reg:extraalchemy:effect.gravity,name:effect.gravity,isBad:true,isBeneficial:false],amplifier:0,duration:1200,isSplashPotion:false,isAmbient:false}                                      |
| extraalchemy:gravity_strong            | 241 | PotionEffect:{Potion:[reg:extraalchemy:effect.gravity,name:effect.gravity,isBad:true,isBeneficial:false],amplifier:1,duration:600,isSplashPotion:false,isAmbient:false}                                       |
| extraalchemy:hurry_long                | 197 | PotionEffect:{Potion:[reg:extraalchemy:effect.hurry,name:effect.hurry,isBad:false,isBeneficial:true],amplifier:0,duration:1200,isSplashPotion:false,isAmbient:false}                                          |
| extraalchemy:hurry_normal              | 225 | PotionEffect:{Potion:[reg:extraalchemy:effect.hurry,name:effect.hurry,isBad:false,isBeneficial:true],amplifier:0,duration:800,isSplashPotion:false,isAmbient:false}                                           |
| extraalchemy:hurry_strong              | 211 | PotionEffect:{Potion:[reg:extraalchemy:effect.hurry,name:effect.hurry,isBad:false,isBeneficial:true],amplifier:1,duration:600,isSplashPotion:false,isAmbient:false}                                           |
| extraalchemy:learning_long             | 179 | PotionEffect:{Potion:[reg:extraalchemy:effect.learning,name:effect.learning,isBad:false,isBeneficial:true],amplifier:0,duration:7200,isSplashPotion:false,isAmbient:false}                                    |
| extraalchemy:learning_normal           | 226 | PotionEffect:{Potion:[reg:extraalchemy:effect.learning,name:effect.learning,isBad:false,isBeneficial:true],amplifier:0,duration:4800,isSplashPotion:false,isAmbient:false}                                    |
| extraalchemy:learning_strong           | 174 | PotionEffect:{Potion:[reg:extraalchemy:effect.learning,name:effect.learning,isBad:false,isBeneficial:true],amplifier:1,duration:2400,isSplashPotion:false,isAmbient:false}                                    |
